,Unnamed: 0,date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,detect_language,sentiment
155,155,,Wall tax plant police official already second.,loss movement join tree statement night throw cup pattern food worry voice sea character learn challenge box wide image minute,1,robertpayne,73,27,Google Play,zh,Chad,4.4.7,Yes,en,negative
156,156,,Learn health need class.,democratic decide course quickly western hair film standard record power lie improve goal mission share box,2,qjames,137,19,Amazon,ru,Portugal,3.2.1,Yes,en,negative
157,157,2025-09-09,Account hear difference exist they enough.,plant reduce visit town student bed administration usually billion know ok allow face inside development lawyer high crime light buy trial include,2,anunez,12,27,Website,de,United Arab Emirates,2.0.1,No,en,negative
158,158,,Mean place six successful.,allow ago subject million scientist fish color occur involve new cover popular stock soon official player community tough military join,3,mary25,183,24,App Store,es,Costa Rica,2.0.8,Yes,en,neutral
159,159,,Bar century age world term.,agent activity check peace win score candidate law place group dream today father movement early sister skill process,4,stevenscaitlin,167,22,App Store,ar,Botswana,2.4.5,No,en,positive
160,160,,Low pass national citizen score unit.,energy congress suddenly tree debate somebody include baby reach heart finish traditional speak conference act condition note parent wish,1,catherineherrera,196,23,Google Play,pt,Malaysia,2.8.0,Yes,en,negative
161,161,2024-09-02,Two economic cup suffer response which.,describe half ahead catch base reality environment loss necessary family seat mention,4,silvakatie,45,16,Google Play,ja,Georgia,4.2.4,Yes,en,positive
162,162,2024-07-06,Air conference follow so group authority.,west maintain interest section staff performance parent current good today standard threat education important page theory wear,1,nathan51,76,21,Website,pt,Algeria,1.5.4,No,en,negative
163,163,2025-05-01,Spend cup anyone management another ever.,response degree focus discussion money bill teacher avoid instead series,5,martinezgeorge,134,17,App Store,fr,Greece,5.7.4,Yes,en,positive
164,164,,Management political treat successful visit bill difference.,door adult situation office leave capital truth population attorney believe sort rich send news finish partner hotel recent,1,taylorvictoria,84,25,Flipkart,ar,Tokelau,3.2.0,No,en,negative
165,165,,On build floor challenge.,difficult right speech staff mr read appear water avoid forget partner speech establish color,3,qwalsh,145,18,Flipkart,fr,British Virgin Islands,5.6.6,No,en,neutral
166,166,2025-08-08,Method finish want remain pretty summer black.,drive long majority exactly significant lot begin represent good structure drug reason avoid manager defense provide life maintain future sport,1,jefferycox,102,22,Google Play,fr,Korea,2.7.5,Yes,en,negative
167,167,,Meet apply evening best possible rule.,message sister clearly film thank possible challenge seat drive environment live goal brother nearly great deep,1,mlee,66,22,App Store,de,Iraq,4.4.5,No,en,negative
168,168,,System reach color race coach.,parent million body eat book boy time offer draw mother record identify hotel detail station reality manager commercial data pm relationship explain continue traditional performance,5,rachel20,185,29,Website,en,Papua New Guinea,3.5.3,Yes,en,positive
169,169,,Fight save laugh same.,free concern baby quickly table order wide major easy admit fact direction sense simple,1,elizabeth45,119,19,Amazon,fr,Kuwait,4.8.4,Yes,en,negative
170,170,,Create western police whole.,feel free military professional tend machine establish mind policy task process center marriage scientist wind grow,3,harcher,94,19,Website,de,China,2.2.7,Yes,en,neutral
171,171,,Administration American executive or apply.,thousand hospital individual yes finally american mind gas partner item note society body chair race model face newspaper class main ask,4,adam50,191,24,Website,zh,Australia,4.8.7,Yes,en,positive
172,172,,Throw turn others community.,exist teacher program shoulder choice beat central run truth fact allow usually eat question hit human,2,ushelton,174,18,Website,es,Spain,5.7.8,No,en,negative
173,173,2025-07-03,Because cell trade skill oil health.,raise current career feel beat note leave contain site street benefit money reason mean rate group government level leave tree ago,1,brian62,144,23,Google Play,en,Iraq,5.8.3,Yes,en,negative
174,174,,Reduce might no.,leg military stuff establish good fact loss article science purpose,2,rtaylor,83,14,Website,ar,Northern Mariana Islands,1.3.9,No,en,negative
175,175,2024-03-09,Argue business identify work star success.,feel financial writer accord machine reach boy check mind easy billion agency medium,1,lorraine79,130,14,App Store,en,British Virgin Islands,4.2.8,No,en,negative
176,176,,Few population throw people amount trade while life.,player continue stand price color score national lose face open happen history son spend challenge exist build hope,4,khill,144,21,Google Play,ru,Guinea-Bissau,4.4.0,No,en,positive
177,177,,Open oil once stop attack ahead.,decision total modern message company charge pretty teach cause size type attention stuff low paper congress remain medical probably,3,jesseortega,0,23,Flipkart,pt,Luxembourg,1.0.6,No,en,neutral
178,178,,News cultural make quickly different score its.,food discuss sign true somebody black thing rock wind artist boy suggest authority shake paper subject type fly recognize help writer,1,christopherjohnson,138,23,Google Play,es,Paraguay,4.0.4,No,en,negative
179,179,2024-07-07,Material anything music against.,cell accept similar future radio strategy list goal peace case attack heavy audience site fear,2,sandra46,196,23,Flipkart,ja,Romania,3.6.7,No,en,negative
180,180,,Dog authority way toward.,citizen explain drop military matter human arm recently book likely true enjoy air end free share cause natural safe,4,reedchad,20,22,Website,fr,Israel,3.1.2,No,en,positive
181,181,,She receive involve interview case just.,thought long rich bit market different local sit theory direction ago site cultural raise adult lot,5,michael56,32,21,Flipkart,en,Uruguay,1.4.7,No,en,positive
182,182,2025-01-06,Price prevent baby voice day relate spend.,discussion open dinner section thousand soldier yard address spend baby camera congress analysis glass pretty factor paper,5,scottturner,97,19,Flipkart,de,Haiti,4.5.2,No,en,positive
183,183,,Arrive take himself affect.,fall president money environment recently approach relationship perform evidence datum case discover score decision head staff center recognize practice law box material,2,ccruz,185,28,Google Play,en,Czech Republic,4.9.0,Yes,en,negative
184,184,,Weight usually explain yard movement interest.,continue issue appear figure girl ago participant throw special opportunity game stop role save arm body,2,francisco67,17,21,Google Play,pt,Samoa,1.7.9,Yes,en,negative
185,185,2025-09-08,Design around voice everybody particular finish ask.,car address son week beat economic house environmental economy president sign activity fill produce structure summer kitchen admit grow point,2,jonathanbuchanan,189,25,Google Play,ja,Eritrea,4.3.8,Yes,en,negative
186,186,,Glass back kitchen memory down.,camera piece chair peace boy range team oil response weight yeah window administration suddenly support music,1,ashley61,35,20,Website,hi,Norway,2.9.5,No,en,negative
187,187,,Require vote her old price change several power.,central force small friend impact present likely wind perform happy fact change option blood deep finish respond score,2,benjaminvictoria,77,18,Flipkart,ru,Monaco,2.6.4,No,en,negative
188,188,,President painting large industry notice step.,piece safe building parent process minute crime offer treat gun lay security break drop run gun goal measure,1,sarasanchez,142,25,Website,fr,United States of America,4.8.7,Yes,en,negative
189,189,,Car term truth toward.,program paint somebody game brother impact measure chance management thing cup conference law building enjoy sea issue real,3,david83,164,22,App Store,ru,Rwanda,3.6.6,Yes,en,neutral
190,190,,Time order have power.,station participant blue reveal available wear treat piece scientist job record safe rich operation star meeting,3,lflores,96,19,Flipkart,ru,Madagascar,4.3.3,No,en,neutral
191,191,,Girl close explain main.,evidence significant discussion manage answer military modern meet expect sport writer decision mind offer past,2,nicoleroberts,118,20,Google Play,ru,United States Virgin Islands,4.6.8,Yes,en,negative
192,192,,Respond try build threat.,send project cell deal stuff senior agree total music accord hard example way interview know law,4,ibaker,62,20,Amazon,de,Fiji,3.1.7,No,en,positive
193,193,,Account carry heavy wall pull enter charge sport.,sound season develop avoid church friend piece mention religious fire item usually fish success produce,1,mcampbell,137,21,Flipkart,en,Norfolk Island,3.6.9,Yes,en,negative
194,194,,Themselves property make picture our.,week tax attack newspaper decade read party piece doctor west,1,ophillips,48,16,Website,ru,Bouvet Island (Bouvetoya),2.7.3,No,en,negative
195,195,,Article sign energy fish hot kind.,information language easy interesting computer produce girl huge similar low source major include dog fact medical,3,dgreen,3,18,Flipkart,de,Ethiopia,1.7.3,Yes,en,neutral
196,196,,Teacher director soon treat former democratic.,fund stand final important occur coach deal personal particularly music wear sister good decision movement world study,4,shelbyjohnson,61,24,Website,zh,Angola,3.6.7,No,en,positive
197,197,,Painting charge save society create paper fine.,bill huge machine church feeling discover significant easy evening buy pretty stand theory technology baby mean region run sea,3,ronald04,66,21,Amazon,ru,Falkland Islands (Malvinas),4.7.1,No,en,neutral
198,198,,Side language live board financial century.,wide office heavy involve develop image traditional mouth admit market hour head national board difference window,3,davisgary,52,19,Amazon,zh,Tonga,4.0.9,Yes,en,neutral
199,199,,Recognize heart series class security coach.,economic center pattern list rich note discussion edge find character focus environmental decide major matter dog leave lot science run tv,2,hkane,4,28,Amazon,ru,Argentina,5.9.6,No,en,negative
200,200,,Decision form section you until clearly resource.,manager phone modern cause industry brother result mission past practice center model daughter pass research mind economy,2,asmith,50,22,Amazon,de,Christmas Island,4.9.3,No,en,negative
201,201,,Must process back check room evidence enjoy.,attack find mrs article light choose general add cover exist treatment international role happen short,5,martinezalexa,167,22,Amazon,hi,Oman,4.7.7,Yes,en,positive
202,202,,Force matter bring nice help history listen.,form sign option southern protect list collection situation sound chair close follow time appear memory,3,mary58,43,20,Flipkart,ru,Belgium,4.2.8,Yes,en,neutral
203,203,,Him condition section action kind.,success western watch street represent style night majority smile rate newspaper term talk generation interest pay,5,adamcollins,8,20,Google Play,en,Bhutan,1.6.2,Yes,en,positive
204,204,,Space although ahead thus check save that.,trouble actually event positive politic huge region wife statement tell young place list,1,christopherflowers,181,18,Flipkart,en,British Indian Ocean Territory (Chagos Archipelago),2.8.7,No,en,negative
205,205,,Challenge entire common and part read important.,pm artist good work create pass admit student summer town want wait idea study prove assume,1,collinsann,158,20,Website,ar,British Indian Ocean Territory (Chagos Archipelago),4.0.0,No,en,negative
206,206,,Section scene financial here expert.,recent leg break bed role control option short design hear ball right east study politic,1,donald56,4,18,Website,hi,Czech Republic,5.4.0,No,en,negative
207,207,,Before significant election life all.,evening current begin great hair piece story strong history mrs decision reduce specific debate record mean,2,holmescrystal,27,23,Google Play,ru,Lebanon,2.3.3,No,en,negative
208,208,,Room list during rich over lot.,head help open red picture thank account instead friend cost group clear national sell pattern order,3,oevans,68,19,App Store,es,Serbia,3.6.7,Yes,en,neutral
209,209,,Tax job right child new.,blue international especially officer clearly coach feel recently model week sell candidate wife finally soon learn close challenge feeling ball,2,adam25,76,27,Google Play,en,Bolivia,1.6.6,No,en,negative
210,210,,Trip population catch could deep itself.,recognize tree protect story relationship benefit campaign card significant today prove wife agree concern dog gun ability,5,patrick26,121,26,Google Play,en,Canada,2.1.7,No,en,positive
211,211,,Activity president prove institution approach interesting score.,hit start instead clear radio strong let run pretty identify southern claim medical,3,munozleah,144,17,Google Play,ru,Korea,1.3.3,No,en,neutral
212,212,,Let always test.,sit republican bear condition interest service bag opportunity culture spend road lawyer,3,mrichardson,11,17,Google Play,hi,Poland,5.9.0,Yes,en,neutral
213,213,,Plan issue ever will.,international push short age environment fall indicate land fear ground school eat base,3,samanthaberger,4,16,Flipkart,pt,Venezuela,2.6.1,No,en,neutral
214,214,2025-06-05,Past much soldier reason any.,notice american force participant rich speech big mention rise pm institution wear present student item bring court end,2,blewis,144,23,Flipkart,pt,Falkland Islands (Malvinas),4.8.5,No,en,negative
215,215,2025-02-05,Play forget home upon actually future.,everybody provide paint travel question evening imagine affect price leg play well different remember determine particularly rock participant leave,2,lynn27,176,21,Google Play,ru,Timor-Leste,3.0.1,No,en,negative
216,216,2025-05-08,Writer heart Mrs her we but how.,decision recently pull allow system place generation debate world fight later level choose person north share exist,2,victoriaduncan,19,24,Amazon,pt,Christmas Island,5.9.6,No,en,negative
217,217,,Under concern eye mouth.,short worker nearly goal design picture professional plan player maybe mouth different identify series experience,1,kathryn21,162,20,Amazon,ar,Hungary,4.3.5,No,en,negative
218,218,,Leader rich dream line.,wind improve player peace catch people outside rule watch foot coach personal range weight age smile hope memory cover,4,marcuscarter,47,21,Website,ja,Uganda,1.9.4,Yes,en,positive
219,219,2025-03-02,Positive move agency lose rise fall huge state.,officer learn raise kitchen drop computer leave political study training reveal attorney security radio image mind like history situation mr,1,coxjennifer,21,24,Amazon,fr,Madagascar,4.2.6,No,en,negative
220,220,2025-07-02,Challenge eye determine he.,investment buy certainly energy stay send bear college include fund tree decide good politic available tonight man employee far know skin record organization,3,jennifer42,27,25,Google Play,en,Mongolia,3.7.5,No,en,neutral
221,221,,Image peace color general choose system fire.,little key far season reason chair factor pm surface chance activity hair meet thank,1,nicholas72,33,16,Google Play,fr,Trinidad and Tobago,4.7.8,No,en,negative
222,222,,Suggest Mrs bag something land mission each.,compare today add water garden finally difference sing smile practice ground notice police activity second standard skin scientist hair allow phone weight medical,1,hannahcurtis,6,26,Google Play,zh,Ecuador,5.1.9,No,en,negative
223,223,,Between operation our feel act.,concern entire sea safe true town car debate ok mr sit plant cultural bring bar,4,hcallahan,3,21,Amazon,ja,Saint Helena,4.1.8,Yes,en,positive
224,224,2025-03-07,Assume it fight understand.,crime south pass lead senior manage computer medical exist population mother game question personal bear series consider accord throw meeting,5,rpeterson,133,26,Flipkart,ja,Martinique,2.2.4,No,en,positive
225,225,,He fill risk stop firm.,cover board discussion film figure short line range decision public food court commercial citizen production listen organization indicate risk director enjoy,3,ronald66,126,24,Flipkart,es,Albania,2.6.4,No,en,neutral
226,226,,Blood during for look return.,area impact position cause lead stand dark product strategy focus nice current democrat,3,ccrane,123,18,Google Play,zh,Slovakia (Slovak Republic),3.3.7,Yes,en,neutral
227,227,2025-05-06,Foreign national produce news stage.,reach train main exactly parent heart big policy everybody hard book care seek foot simple include charge character federal customer,4,taylorkayla,27,21,Flipkart,hi,Trinidad and Tobago,1.6.5,No,en,positive
228,228,,Not yet where.,guess significant section democrat fly direction gun current effort section age budget improve main answer tree mention,3,kristy74,112,21,Amazon,ja,Montserrat,5.2.4,No,en,neutral
229,229,,Practice authority possible fund.,north wind sister mother life practice course authority range stand letter,5,zpreston,177,14,Flipkart,ar,Montserrat,3.2.6,No,en,positive
230,230,,Music west force firm.,hope follow character talk purpose force leader program great test check significant deal consider ago suddenly,3,dominiqueharris,188,22,App Store,pt,Central African Republic,2.5.6,No,en,neutral
231,231,,Clear decide wait scientist.,turn sign agree want way agent land human day sport behavior compare tree right,4,kara56,93,19,Google Play,pt,Comoros,2.9.8,Yes,en,positive
232,232,,Role today animal suggest concern.,son growth effort bear lead account sound growth finally assume watch present director red practice special administration,5,andersoneric,6,20,App Store,de,Puerto Rico,4.4.1,No,en,positive
233,233,,Marriage fill personal.,article sort term produce increase information company million character speak protect half understand skill,4,christy00,35,15,Amazon,de,Greenland,3.2.6,No,en,positive
234,234,2024-09-01,Light total campaign prevent half party respond.,trial help modern citizen address today begin write key tax speak,1,kvasquez,114,20,Website,ar,Congo,5.6.8,No,en,negative
235,235,,Foreign hear certainly say.,method south central process sea response executive past difficult continue process forget wind property mind officer service,5,adkinslauren,9,18,Amazon,ru,Niue,5.1.1,Yes,en,positive
236,236,,Effort southern maintain nature.,woman add play structure activity lose thank wife yeah law enjoy key seat pretty method,3,barnettmatthew,42,20,Website,en,Malaysia,5.6.5,No,en,neutral
237,237,,Consumer star those memory center quite simply.,site interview agent window build require girl laugh network vote,1,jessicagomez,2,14,Google Play,hi,Nepal,2.8.8,Yes,en,negative
238,238,,Interest dark any wide husband hope miss instead.,mouth young hear close plant peace successful charge walk,4,imcdonald,95,16,App Store,ar,Saint Helena,5.8.2,No,en,positive
239,239,,Strong audience white everybody throughout.,edge new find type party arrive improve lose civil hospital city industry option,1,barberbrenda,123,18,Google Play,hi,Peru,4.1.1,Yes,en,negative
240,240,,Letter one then reality some serve different billion.,kitchen public set action bring find bill pick discussion state particular child senior result american study,3,john76,79,22,Amazon,ar,Italy,2.8.7,No,en,neutral
241,241,2024-06-04,Parent not parent that property among blue.,tend exactly right edge meet information work bar big south drug manager opportunity program billion sit remain,4,johnstondavid,24,18,App Store,ar,Serbia,3.1.4,Yes,en,positive
242,242,,Piece forget factor.,oil remember page spring responsibility positive key leave tell vote spend physical sing protect agent note,1,upham,5,17,Amazon,es,Korea,2.3.8,Yes,en,negative
243,243,,Goal Mrs source whole first figure.,grow raise good everybody situation foot recognize play decide natural focus husband spring suddenly task,5,fowlerlawrence,40,18,Amazon,ru,Luxembourg,4.7.3,No,en,positive
244,244,,Cup bed our theory.,series dark task magazine guess city follow bear ok training record night series mrs huge,2,jphelps,47,17,App Store,ja,Saint Barthelemy,1.9.3,No,en,negative
245,245,,Father who tax.,government card history suddenly save theory party wife food different step nature property event manager street work early difficult possible democratic,5,amassey,109,22,App Store,en,Micronesia,2.3.4,Yes,en,positive
246,246,,Remain movement bit step direction give reduce.,court control million offer total hit end hair soon issue hair floor ground care team worry east mrs wonder,5,stevenandrews,26,23,Website,fr,Austria,3.5.3,No,en,positive
247,247,,Form now then watch certain.,opportunity ask large practice time live relationship great western water road require region wall worry democrat laugh mrs,1,michelle90,67,24,App Store,ru,Rwanda,3.9.6,No,en,negative
248,248,2024-07-03,Recent catch gas benefit great religious.,simple audience include claim create woman similar writer ahead rock forward idea red rate source,5,victor24,29,19,Amazon,zh,Iran,4.9.2,No,en,positive
249,249,,Wish best raise choice hear.,goal positive bank later election article arrive health collection white agree teacher western country consider,5,patriciamccarthy,151,23,Google Play,fr,Turkmenistan,3.1.3,No,en,positive
